heatingHomeDwellingType,heatingHomeNoOfBedrooms,heatingHomeFuel,heatingHomeAge,heatingType,heatingKgCO2Year,units,heatingSource,default
Maisonette,5,Gas,Pre 1930,Boiler (average - 5-10yrs old),5917,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,5,Gas,Pre 1930,Boiler (new - less than 5 yrs old),5462,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,5,Gas,Pre 1930,Room Heaters,8194,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,5,Gas,Pre 1930,Warm Air,6086,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,5,Gas,Pre 1930,Back boiler,6554,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,5,Gas,Pre 1930,Boiler (Condensing),4841,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,5,Gas,Post 1995,Boiler (old - 12 - 15yrs old),3574,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,5,Gas,Post 1995,Boiler (average - 5-10yrs old),2979,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,5,Gas,Post 1995,Boiler (new - less than 5 yrs old),2749,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,5,Gas,Post 1995,Room Heaters,4547,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,5,Gas,Post 1995,Warm Air,3064,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,5,Gas,Post 1995,Back boiler,3299,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,5,Gas,Post 1995,Boiler (Condensing),2437,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Oil,1930 - 1995,Boiler (old - 12 - 15yrs old),7934,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Oil,1930 - 1995,Boiler (average - 5-10yrs old),6446,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Oil,1930 - 1995,Boiler (new - less than 5 yrs old),6067,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Oil,1930 - 1995,Room Heaters,9815,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Oil,1930 - 1995,Boiler (Condensing),5730,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Oil,1930 - 1995,Warm Air,7367,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Oil,Pre 1930,Boiler (old - 12 - 15yrs old),10340,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Oil,Pre 1930,Boiler (average - 5-10yrs old),8402,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Oil,Pre 1930,Boiler (new - less than 5 yrs old),7907,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Oil,Pre 1930,Room Heaters,12659,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Oil,Pre 1930,Boiler (Condensing),7468,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Oil,Pre 1930,Warm Air,9602,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Oil,Post 1995,Boiler (old - 12 - 15yrs old),5223,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Oil,Post 1995,Boiler (average - 5-10yrs old),4244,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Oil,Post 1995,Boiler (new - less than 5 yrs old),3994,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Oil,Post 1995,Room Heaters,6611,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Oil,Post 1995,Boiler (Condensing),3772,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Oil,Post 1995,Warm Air,4850,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,LPG,1930 - 1995,Boiler (old - 12 - 15yrs old),7432,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,LPG,1930 - 1995,Boiler (average - 5-10yrs old),6194,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,LPG,1930 - 1995,Boiler (new - less than 5 yrs old),5574,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,LPG,1930 - 1995,Boiler (Condensing),5068,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,LPG,Pre 1930,Boiler (old - 12 - 15yrs old),9701,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,LPG,Pre 1930,Boiler (average - 5-10yrs old),8084,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,LPG,Pre 1930,Boiler (new - less than 5 yrs old),7276,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,LPG,Pre 1930,Boiler (Condensing),6615,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,LPG,Post 1995,Boiler (old - 12 - 15yrs old),4884,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,LPG,Post 1995,Boiler (average - 5-10yrs old),4070,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,LPG,Post 1995,Boiler (new - less than 5 yrs old),3663,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,LPG,Post 1995,Boiler (Condensing),3330,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Biomass,1930 - 1995,Boiler (wood chip/pellets),867,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Biomass,1930 - 1995,Stove,3617,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Biomass,Pre 1930,Boiler (wood chip/pellets),1147,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Biomass,Pre 1930,Stove,3897,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Biomass,Post 1995,Boiler (wood chip/pellets),557,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Biomass,Post 1995,Stove,3308,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Electricity,1930 - 1995,Modern storage heaters (slim line),12198,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Electricity,1930 - 1995,old storage heaters (large volume),12198,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Electricity,1930 - 1995,room heaters (convector panel or radiant heaters),10695,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Electricity,Pre 1930,Modern storage heaters (slim line),16152,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Electricity,Pre 1930,old storage heaters (large volume),16152,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Electricity,Pre 1930,room heaters (convector panel or radiant heaters),13937,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Electricity,Post 1995,Modern storage heaters (slim line),7823,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Electricity,Post 1995,old storage heaters (large volume),7823,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Electricity,Post 1995,room heaters (convector panel or radiant heaters),7054,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Coal,1930 - 1995,Boiler - manual feed,12510,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Coal,1930 - 1995,Boiler automatic (gravity) feed,11467,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Coal,1930 - 1995,Open fires,19234,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Coal,1930 - 1995,Closed room heaters,11640,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Coal,Pre 1930,Boiler - manual feed,16539,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Coal,Pre 1930,Boiler automatic (gravity) feed,15161,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Coal,Pre 1930,Open fires,26159,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Coal,Pre 1930,Closed room heaters,15333,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Coal,Post 1995,Boiler - manual feed,8041,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Coal,Post 1995,Boiler automatic (gravity) feed,7371,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Coal,Post 1995,Open fires,11553,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Coal,Post 1995,Closed room heaters,7543,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Gas,1930 - 1995,Boiler (old - 12 - 15yrs old),6773,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Gas,1930 - 1995,Boiler (average - 5-10yrs old),5644,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Gas,1930 - 1995,Boiler (new - less than 5 yrs old),5210,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Gas,1930 - 1995,Room Heaters,8064,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Gas,1930 - 1995,Warm Air,5806,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Gas,1930 - 1995,Back boiler,6252,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Gas,1930 - 1995,Boiler (Condensing),4618,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Gas,Pre 1930,Boiler (old - 12 - 15yrs old),8841,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Gas,Pre 1930,Boiler (average - 5-10yrs old),7367,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Gas,Pre 1930,Boiler (new - less than 5 yrs old),6801,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Gas,Pre 1930,Room Heaters,10203,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Gas,Pre 1930,Warm Air,7578,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Gas,Pre 1930,Back boiler,8161,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Gas,Pre 1930,Boiler (Condensing),6028,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Gas,Post 1995,Boiler (old - 12 - 15yrs old),4451,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Gas,Post 1995,Boiler (average - 5-10yrs old),3709,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Gas,Post 1995,Boiler (new - less than 5 yrs old),3424,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Gas,Post 1995,Room Heaters,5662,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Gas,Post 1995,Warm Air,3815,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Gas,Post 1995,Back boiler,4108,kgCO2/year,defra/BRE/dgen 2007,
Maisonette,more than 5,Gas,Post 1995,Boiler (Condensing),3035,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Oil,1930 - 1995,Boiler (old - 12 - 15yrs old),5680,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Oil,1930 - 1995,Boiler (average - 5-10yrs old),4615,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Oil,1930 - 1995,Boiler (new - less than 5 yrs old),4344,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Oil,1930 - 1995,Room Heaters,6971,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Oil,1930 - 1995,Boiler (Condensing),4102,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Oil,1930 - 1995,Warm Air,5274,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Oil,Pre 1930,Boiler (old - 12 - 15yrs old),6857,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Oil,Pre 1930,Boiler (average - 5-10yrs old),5571,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Oil,Pre 1930,Boiler (new - less than 5 yrs old),5244,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Oil,Pre 1930,Room Heaters,8362,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Oil,Pre 1930,Boiler (Condensing),4952,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Oil,Pre 1930,Warm Air,6367,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Oil,Post 1995,Boiler (old - 12 - 15yrs old),4212,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Oil,Post 1995,Boiler (average - 5-10yrs old),3422,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Oil,Post 1995,Boiler (new - less than 5 yrs old),3221,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Oil,Post 1995,Room Heaters,5235,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Oil,Post 1995,Boiler (Condensing),3042,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Oil,Post 1995,Warm Air,3911,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,LPG,1930 - 1995,Boiler (old - 12 - 15yrs old),5328,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,LPG,1930 - 1995,Boiler (average - 5-10yrs old),4440,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,LPG,1930 - 1995,Boiler (new - less than 5 yrs old),3996,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,LPG,1930 - 1995,Boiler (Condensing),3633,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,LPG,Pre 1930,Boiler (old - 12 - 15yrs old),6441,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,LPG,Pre 1930,Boiler (average - 5-10yrs old),5368,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,LPG,Pre 1930,Boiler (new - less than 5 yrs old),4831,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,LPG,Pre 1930,Boiler (Condensing),4392,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,LPG,Post 1995,Boiler (old - 12 - 15yrs old),3948,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,LPG,Post 1995,Boiler (average - 5-10yrs old),3290,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,LPG,Post 1995,Boiler (new - less than 5 yrs old),2961,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,LPG,Post 1995,Boiler (Condensing),2692,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Biomass,1930 - 1995,Boiler (wood chip/pellets),631,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Biomass,1930 - 1995,Stove,2237,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Biomass,Pre 1930,Boiler (wood chip/pellets),774,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Biomass,Pre 1930,Stove,2380,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Biomass,Post 1995,Boiler (wood chip/pellets),460,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Biomass,Post 1995,Stove,2066,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Electricity,1930 - 1995,Modern storage heaters (slim line),8882,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Electricity,1930 - 1995,old storage heaters (large volume),8882,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Electricity,1930 - 1995,room heaters (convector panel or radiant heaters),7659,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Electricity,Pre 1930,Modern storage heaters (slim line),10919,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Electricity,Pre 1930,old storage heaters (large volume),10919,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Electricity,Pre 1930,room heaters (convector panel or radiant heaters),9249,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Electricity,Post 1995,Modern storage heaters (slim line),6461,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Electricity,Post 1995,old storage heaters (large volume),6461,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Electricity,Post 1995,room heaters (convector panel or radiant heaters),5687,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Coal,1930 - 1995,Boiler - manual feed,9100,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Coal,1930 - 1995,Boiler automatic (gravity) feed,8341,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Coal,1930 - 1995,Open fires,14319,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Coal,1930 - 1995,Closed room heaters,8444,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Coal,Pre 1930,Boiler - manual feed,11161,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Coal,Pre 1930,Boiler automatic (gravity) feed,10231,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Coal,Pre 1930,Open fires,17863,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Coal,Pre 1930,Closed room heaters,10334,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Coal,Post 1995,Boiler - manual feed,6631,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Coal,Post 1995,Boiler automatic (gravity) feed,6078,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Coal,Post 1995,Open fires,10076,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Coal,Post 1995,Closed room heaters,6181,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Gas,1930 - 1995,Boiler (old - 12 - 15yrs old),4856,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Gas,1930 - 1995,Boiler (average - 5-10yrs old),4046,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Gas,1930 - 1995,Boiler (new - less than 5 yrs old),3735,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Gas,1930 - 1995,Room Heaters,5642,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Gas,1930 - 1995,Warm Air,4162,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Gas,1930 - 1995,Back boiler,4482,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Gas,1930 - 1995,Boiler (Condensing),3311,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Gas,Pre 1930,Boiler (old - 12 - 15yrs old),5870,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Gas,Pre 1930,Boiler (average - 5-10yrs old),4891,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Gas,Pre 1930,Boiler (new - less than 5 yrs old),4515,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Gas,Pre 1930,Room Heaters,6691,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Gas,Pre 1930,Warm Air,5031,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Gas,Pre 1930,Back boiler,5418,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Gas,Pre 1930,Boiler (Condensing),4002,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Gas,Post 1995,Boiler (old - 12 - 15yrs old),3598,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Gas,Post 1995,Boiler (average - 5-10yrs old),2998,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Gas,Post 1995,Boiler (new - less than 5 yrs old),2767,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Gas,Post 1995,Room Heaters,4340,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Gas,Post 1995,Warm Air,3084,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Gas,Post 1995,Back boiler,3321,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,1,Gas,Post 1995,Boiler (Condensing),2453,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Oil,1930 - 1995,Boiler (old - 12 - 15yrs old),5680,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Oil,1930 - 1995,Boiler (average - 5-10yrs old),4615,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Oil,1930 - 1995,Boiler (new - less than 5 yrs old),4344,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Oil,1930 - 1995,Room Heaters,6971,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Oil,1930 - 1995,Boiler (Condensing),4102,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Oil,1930 - 1995,Warm Air,5274,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Oil,Pre 1930,Boiler (old - 12 - 15yrs old),6857,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Oil,Pre 1930,Boiler (average - 5-10yrs old),5571,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Oil,Pre 1930,Boiler (new - less than 5 yrs old),5244,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Oil,Pre 1930,Room Heaters,8362,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Oil,Pre 1930,Boiler (Condensing),4952,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Oil,Pre 1930,Warm Air,6367,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Oil,Post 1995,Boiler (old - 12 - 15yrs old),4212,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Oil,Post 1995,Boiler (average - 5-10yrs old),3422,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Oil,Post 1995,Boiler (new - less than 5 yrs old),3221,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Oil,Post 1995,Room Heaters,5235,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Oil,Post 1995,Boiler (Condensing),3042,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Oil,Post 1995,Warm Air,3911,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,LPG,1930 - 1995,Boiler (old - 12 - 15yrs old),5328,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,LPG,1930 - 1995,Boiler (average - 5-10yrs old),4440,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,LPG,1930 - 1995,Boiler (new - less than 5 yrs old),3996,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,LPG,1930 - 1995,Boiler (Condensing),3633,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,LPG,Pre 1930,Boiler (old - 12 - 15yrs old),6441,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,LPG,Pre 1930,Boiler (average - 5-10yrs old),5368,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,LPG,Pre 1930,Boiler (new - less than 5 yrs old),4831,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,LPG,Pre 1930,Boiler (Condensing),4392,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,LPG,Post 1995,Boiler (old - 12 - 15yrs old),3948,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,LPG,Post 1995,Boiler (average - 5-10yrs old),3290,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,LPG,Post 1995,Boiler (new - less than 5 yrs old),2961,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,LPG,Post 1995,Boiler (Condensing),2692,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Biomass,1930 - 1995,Boiler (wood chip/pellets),631,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Biomass,1930 - 1995,Stove,2237,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Biomass,Pre 1930,Boiler (wood chip/pellets),774,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Biomass,Pre 1930,Stove,2380,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Biomass,Post 1995,Boiler (wood chip/pellets),460,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Biomass,Post 1995,Stove,2066,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Coal,1930 - 1995,Boiler - manual feed,9100,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Coal,1930 - 1995,Boiler automatic (gravity) feed,8341,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Coal,1930 - 1995,Open fires,14319,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Coal,1930 - 1995,Closed room heaters,8444,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Coal,Pre 1930,Boiler - manual feed,11161,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Coal,Pre 1930,Boiler automatic (gravity) feed,10231,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Coal,Pre 1930,Open fires,17863,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Coal,Pre 1930,Closed room heaters,10334,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Coal,Post 1995,Boiler - manual feed,6631,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Coal,Post 1995,Boiler automatic (gravity) feed,6078,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Coal,Post 1995,Open fires,10076,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Coal,Post 1995,Closed room heaters,6181,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Electricity,1930 - 1995,Modern storage heaters (slim line),8882,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Electricity,1930 - 1995,old storage heaters (large volume),8882,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Electricity,1930 - 1995,room heaters (convector panel or radiant heaters),7659,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Electricity,Pre 1930,Modern storage heaters (slim line),10919,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Electricity,Pre 1930,old storage heaters (large volume),10919,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Electricity,Pre 1930,room heaters (convector panel or radiant heaters),9249,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Electricity,Post 1995,Modern storage heaters (slim line),6461,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Electricity,Post 1995,old storage heaters (large volume),6461,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Electricity,Post 1995,room heaters (convector panel or radiant heaters),5687,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Gas,1930 - 1995,Boiler (old - 12 - 15yrs old),4856,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Gas,1930 - 1995,Boiler (average - 5-10yrs old),4046,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Gas,1930 - 1995,Boiler (new - less than 5 yrs old),3735,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Gas,1930 - 1995,Room Heaters,5642,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Gas,1930 - 1995,Warm Air,4162,kgCO2/year,defra/BRE/dgen 2007,
Detached Bungalow,2,Gas,1930 - 1995,Back boiler,4482,kgCO2/year,defra/BRE/dgen 2007,
